Run,amplicon__PCR_primer_scheme (run),amplicon_size (run),Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,collection_site_id,concentration_method,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,enrichment_kit (run),Experiment,extraction_method,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,purpose_of_ww_sampling,purpose_of_ww_sequencing,raw_sequence_data_processing_method (run),ReleaseDate,create_date,version,Sample Name,sequence_submitter_contact_email (run),sequenced_by,SRA Study,ww_population,ww_pre_treatment,ww_sample_duration,ww_sample_matrix,ww_sample_site,ww_sample_type,ww_surv_target_1_conc_unit,ww_surv_target_1_gene,ww_surv_target_1_known_present,ww_surv_target_1_protocol,ww_surv_target_1,ww_surv_target_1_conc,Collection_time,ww_temperature,ww_ph,ww_industrial_effluent_percent
SRR22911376,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,32339972,PRJNA847239,SAMN32478756,SARS-CoV-2: wastewater surveillance,12125462,ASU_WBE,2022-02-14,6X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868812,qiagen rneasy kit,USA,North America,"USA: Washington\, Walla Walla\, Walla Walla",Illumina HiSeq 2500,wastewater,B286,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:02:00Z,1,B286,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-470,288800,0:00:00,9.5,7.33,1
SRR22911377,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,179783318,PRJNA847239,SAMN32478755,SARS-CoV-2: wastewater surveillance,65870617,ASU_WBE,2022-01-31,6X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868811,qiagen rneasy kit,USA,North America,"USA: Washington\, Walla Walla\, Walla Walla",Illumina HiSeq 2500,wastewater,B282,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:05:00Z,1,B282,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-466,1872000,0:00:00,8.2,7.33,1
SRR22911378,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,82049021,PRJNA847239,SAMN32478754,SARS-CoV-2: wastewater surveillance,33555129,ASU_WBE,2022-01-01,6X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868810,qiagen rneasy kit,USA,North America,"USA: Washington\, Walla Walla\, Walla Walla",Illumina HiSeq 2500,wastewater,BD14,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:03:00Z,1,BD14,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-490,533400,8:15:00,,,1
SRR22911379,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,474365745,PRJNA847239,SAMN32478753,SARS-CoV-2: wastewater surveillance,184866450,ASU_WBE,2021-12-29,6X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868809,qiagen rneasy kit,USA,North America,"USA: Washington\, Walla Walla\, Walla Walla",Illumina HiSeq 2500,wastewater,BD13,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:12:00Z,1,BD13,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-489,525500,8:24:00,,,1
SRR22911380,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,7033580,PRJNA847239,SAMN32478752,SARS-CoV-2: wastewater surveillance,2769895,ASU_WBE,2022-02-14,5X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868808,qiagen rneasy kit,USA,North America,"USA: Washington\, King\, Des Moines",Illumina HiSeq 2500,wastewater,B292,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:01:00Z,1,B292,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-476,62700,7:22:00,,,
SRR22911381,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,51470464,PRJNA847239,SAMN32478751,SARS-CoV-2: wastewater surveillance,19225759,ASU_WBE,2022-01-31,5X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868807,qiagen rneasy kit,USA,North America,"USA: Washington\, King\, Des Moines",Illumina HiSeq 2500,wastewater,B269,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:03:00Z,1,B269,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-453,537700,0:00:00,,,
SRR22911382,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,22467441,PRJNA847239,SAMN32478364,SARS-CoV-2: wastewater surveillance,9555843,ASU_WBE,2021-11-08,29X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868806,qiagen rneasy kit,USA,North America,"USA: Kentucky\, Jefferson\, Luisville",Illumina HiSeq 2500,wastewater,B152,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:02:00Z,1,B152,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,other,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-106,47700,,,,
SRR22911383,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,23097715,PRJNA847239,SAMN32478750,SARS-CoV-2: wastewater surveillance,8681664,ASU_WBE,2022-02-13,4X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868805,qiagen rneasy kit,USA,North America,"USA: New Mexico\, San Juan\, Farmington",Illumina HiSeq 2500,wastewater,B285,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:03:00Z,1,B285,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-469,285000,0:00:00,13.7,7.5,5
SRR22911384,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,131846707,PRJNA847239,SAMN32478749,SARS-CoV-2: wastewater surveillance,49660483,ASU_WBE,2022-01-31,4X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868804,qiagen rneasy kit,USA,North America,"USA: New Mexico\, San Juan\, Farmington",Illumina HiSeq 2500,wastewater,B279,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:03:00Z,1,B279,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-463,1381800,9:00:00,13.4,7.8,5
SRR22911385,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,49977225,PRJNA847239,SAMN32478748,SARS-CoV-2: wastewater surveillance,20030875,ASU_WBE,2022-01-02,4X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868803,qiagen rneasy kit,USA,North America,"USA: New Mexico\, San Juan\, Farmington",Illumina HiSeq 2500,wastewater,BD2,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:03:00Z,1,BD2,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-496,255200,9:00:00,,,5
SRR22911386,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,36455628,PRJNA847239,SAMN32478747,SARS-CoV-2: wastewater surveillance,14424633,ASU_WBE,2021-12-30,4X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868802,qiagen rneasy kit,USA,North America,"USA: New Mexico\, San Juan\, Farmington",Illumina HiSeq 2500,wastewater,BD1,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:03:00Z,1,BD1,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-485,636300,0:00:00,,,5
SRR22911387,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,9094277,PRJNA847239,SAMN32478746,SARS-CoV-2: wastewater surveillance,3477627,ASU_WBE,2022-02-14,3X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868801,qiagen rneasy kit,USA,North America,"USA: Oregon\, Polk\, Rickreall",Illumina HiSeq 2500,wastewater,B287,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:00:00Z,1,B287,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-471,237800,0:00:00,8.3,7.34,0
SRR22911388,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,2429590,PRJNA847239,SAMN32478745,SARS-CoV-2: wastewater surveillance,1087805,ASU_WBE,2022-01-31,3X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868800,qiagen rneasy kit,USA,North America,"USA: Oregon\, Polk\, Rickreall",Illumina HiSeq 2500,wastewater,B283,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:02:00Z,1,B283,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-467,604900,0:00:00,8,7.17,0
SRR22911389,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,280616437,PRJNA847239,SAMN32478744,SARS-CoV-2: wastewater surveillance,115288267,ASU_WBE,2022-01-17,3X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868799,qiagen rneasy kit,USA,North America,"USA: Oregon\, Polk\, Rickreall",Illumina HiSeq 2500,wastewater,B264,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:08:00Z,1,B264,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-448,545900,8:00:00,10.5,7.42,0
SRR22911390,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,845256626,PRJNA847239,SAMN32478743,SARS-CoV-2: wastewater surveillance,335248405,ASU_WBE,2022-01-01,3X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868798,qiagen rneasy kit,USA,North America,"USA: Oregon\, Polk\, Rickreall",Illumina HiSeq 2500,wastewater,BD10,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:19:00Z,1,BD10,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-486,311800,,,,0
SRR22911391,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,302,9060,PRJNA847239,SAMN32478922,SARS-CoV-2: wastewater surveillance,67837,ASU_WBE,2022-04-11,33X,amicon ultrafiltration,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868797,qiagen rneasy kit,USA,North America,"USA: Arizona\, Maricopa\, Tempe",Illumina HiSeq 2500,wastewater,3724,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:01:00Z,1,3724,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,other,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-617,14900,6:00:00,4.8,8.06,
SRR22911392,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,2618944,PRJNA847239,SAMN32478921,SARS-CoV-2: wastewater surveillance,1269040,ASU_WBE,2022-03-28,33X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868796,qiagen rneasy kit,USA,North America,"USA: Arizona\, Maricopa\, Tempe",Illumina HiSeq 2500,wastewater,3652,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:02:00Z,1,3652,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,other,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-604,47100,6:00:00,4.3,6.75,
SRR22911393,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,10536025,PRJNA847239,SAMN32478381,SARS-CoV-2: wastewater surveillance,4561933,ASU_WBE,2021-09-27,34X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868795,qiagen rneasy kit,USA,North America,"USA: Washington\, Clallam\, Sequim",Illumina HiSeq 2500,wastewater,B94,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:02:00Z,1,B94,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-140,,8:00:00,4,8.21,
SRR22911394,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,278134752,PRJNA847239,SAMN32478327,SARS-CoV-2: wastewater surveillance,116545382,ASU_WBE,2021-08-30,13X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868794,qiagen rneasy kit,USA,North America,"USA: Arizona\, Maricopa\, Tempe",Illumina HiSeq 2500,wastewater,2568,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:55:00Z,1,2568,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,other,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-64,109700,6:00:00,7.6,8.1,
